序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
38,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1110402049,聯合登記分發,聯登一般生,外語群英語類,221,基隆市國立基隆商工,資訊科
39,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1110402050,聯合登記分發,聯登一般生,外語群英語類,239,,
40,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1110402051,聯合登記分發,聯登一般生,外語群英語類,407,台中縣國立沙鹿高工,電子科
41,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1110402053,聯合登記分發,聯登一般生,外語群英語類,648,雲林縣國立西螺農工,綜合高中部
42,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1110402054,聯合登記分發,聯登一般生,餐旅群,110,台北市市立大安高工,冷凍空調科
43,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403001,繁星推甄,繁星生,餐旅群,327,桃園市清華高級中等學校,餐飲技術科
44,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403002,繁星推甄,繁星生,餐旅群,412,台中縣私立大明高中,餐飲管理科
45,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403003,繁星推甄,繁星生,餐旅群,540,台中縣私立青年高中,餐飲管理科
46,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403004,繁星推甄,繁星生,餐旅群,334,桃園縣私立大興高級中學,餐飲管理科
47,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403005,甄選入學,甄選一般生,餐旅群,244,,
48,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403006,甄選入學,甄選一般生,餐旅群,104,台北市私立普林思頓高級中學,餐飲管理科
49,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403007,甄選入學,甄選一般生,餐旅群,412,台中市明德高級中學,餐飲管理科
50,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403008,甄選入學,甄選一般生,餐旅群,600,嘉義市國立嘉義家職,餐飲管理科
51,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403009,甄選入學,甄選一般生,餐旅群,326,桃園縣私立永平工商,餐飲管理科
52,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403010,甄選入學,甄選一般生,餐旅群,433,台中縣私立大明高中,餐飲管理科
53,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403011,甄選入學,甄選一般生,餐旅群,334,桃園縣私立永平工商,餐飲管理科
54,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403012,甄選入學,甄選一般生,餐旅群,412,台中縣國立霧峰農工,餐飲管理科
55,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403013,甄選入學,甄選一般生,餐旅群,411,台中市明德高級中學,餐飲管理科
56,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403014,甄選入學,甄選一般生,餐旅群,330,桃園縣私立育達高中,餐飲管理科
57,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403015,甄選入學,甄選一般生,餐旅群,338,桃園縣私立育達高中,餐飲管理科
58,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403016,甄選入學,甄選一般生,餐旅群,330,桃園縣私立育達高中,觀光事業科
59,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403017,甄選入學,甄選一般生,餐旅群,266,宜蘭縣國立羅東高商,餐飲管理科
60,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403018,甄選入學,甄選一般生,餐旅群,408,台中市私立嶺東高中,觀光事業科
61,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403019,甄選入學,甄選一般生,餐旅群,402,台中市私立嶺東高中,觀光事業科
62,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403021,甄選入學,中低/低收入戶生,餐旅群,830,高雄縣私立中山工商,餐飲管理科
63,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403022,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
64,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403023,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
65,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403024,甄選入學,離島地區,餐旅群,885,澎湖縣國立澎湖海事高職,餐飲管理科
66,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403025,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
67,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403026,甄選入學,離島地區,餐旅群,885,澎湖縣國立馬公高中,觀光事業科
68,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403027,甄選入學,離島地區,餐旅群,884,澎湖縣國立馬公高中,觀光事業科
69,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403028,運動績優單招,一般生,,438,台中縣國立大甲高中,普通科
70,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403029,運動績優單招,一般生,,514,彰化縣立成功高級中學,普通科
71,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403030,運動績優單招,一般生,,333,桃園縣國立桃園農工,普通科
72,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403031,運動績優單招,一般生,,721,臺南縣國立曾文農工,食品科
73,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403032,運動績優單招,一般生,,438,台中縣國立大甲高中,普通科
74,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403033,聯合登記分發,聯登一般生,食品群,632,雲林縣國立虎尾農工,食品加工科
75,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403034,聯合登記分發,聯登一般生,食品群,820,高雄縣國立岡山農工,食品加工科
76,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403035,聯合登記分發,聯登一般生,餐旅群,105,台北市市立士林高商,國際貿易科
77,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403038,聯合登記分發,聯登一般生,餐旅群,411,台中市明德高級中學,餐飲管理科
78,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403039,聯合登記分發,聯登一般生,餐旅群,408,台中市國立台中高農,餐飲管理科
79,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403040,聯合登記分發,聯登一般生,餐旅群,412,台中市國立台中高農,餐飲管理科
80,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403043,聯合登記分發,聯登一般生,餐旅群,404,台中市私立新民高中,觀光事業科
81,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403044,聯合登記分發,聯登一般生,餐旅群,413,台中縣私立僑泰高中,觀光事業科
82,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403047,聯合登記分發,聯登一般生,餐旅群,406,台中市明德高級中學,餐飲管理科
83,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403048,聯合登記分發,聯登一般生,餐旅群,504,彰化縣國立溪湖高中,綜合高中部
84,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403049,聯合登記分發,聯登一般生,餐旅群,515,彰化縣國立員林家商,家政科
85,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403051,聯合登記分發,聯登一般生,餐旅群,812,高雄縣私立中山工商,餐飲管理科
86,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1110403053,僑生單招,僑生,,,峇株吧轄華仁中學,普通科
87,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405001,繁星推甄,繁星生,電機與電子群電子類,912,高雄縣私立高英工商,資訊科
88,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405002,技優甄審,技優生,電子類,305,新竹縣私立內思高工,電子科
89,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405003,技優甄審,技優生,電子類,305,新竹縣私立內思高工,電子科
90,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405004,技優甄審,技優生,電子類,973,花蓮縣私立四維高中,綜合高中部
91,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405005,技優甄審,技優生,電子類,830,高雄縣私立中山工商,電子科
92,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405006,技優甄審,技優生,電子類,804,高雄市市立海青工商,資訊科
93,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405007,甄選入學,甄選一般生,電機與電子群資電類,327,桃園縣國立楊梅高中,資訊科
94,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405008,甄選入學,甄選一般生,電機與電子群資電類,324,桃園縣國立楊梅高中,資訊科
95,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405009,甄選入學,甄選一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,電子科
96,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405010,甄選入學,甄選一般生,電機與電子群資電類,701,臺南縣國立新營高工,資訊科
97,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405011,甄選入學,甄選一般生,電機與電子群資電類,221,新北市立樟樹國際實創高級中學,資訊科
98,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405012,甄選入學,甄選一般生,電機與電子群資電類,324,桃園縣私立育達高中,資訊科
99,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405013,甄選入學,甄選一般生,電機與電子群資電類,320,桃園縣私立育達高中,資訊科
100,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405014,甄選入學,甄選一般生,電機與電子群資電類,235,台北市市立木柵高工,電子科
101,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405015,甄選入學,甄選一般生,電機與電子群資電類,237,台北縣私立中華高中,資訊科
102,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405016,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立新興高中,電子科
103,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405017,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
104,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405018,甄選入學,甄選一般生,電機與電子群資電類,328,桃園縣私立六和高中,資訊科
105,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405019,甄選入學,甄選一般生,電機與電子群資電類,244,台北市市立內湖高工,電機科
106,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405020,甄選入學,甄選一般生,電機與電子群資電類,241,台北市市立內湖高工,電子科
107,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405021,甄選入學,甄選一般生,電機與電子群電機類,270,宜蘭縣國立羅東高工,電機科
108,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405022,甄選入學,離島地區,電機與電子群資電類,885,澎湖縣國立澎湖海事高職,電子科
109,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405023,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
110,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405024,聯合登記分發,聯登一般生,動力機械群,433,台中市國立台中高工,汽車科
111,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405026,聯合登記分發,聯登一般生,動力機械群,429,台中縣國立沙鹿高工,汽車科
112,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405034,聯合登記分發,聯登一般生,電機與電子群電機類,516,台中市國立台中高工,冷凍空調科
113,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405038,聯合登記分發,聯登一般生,電機與電子群電機類,811,高雄市市立高雄高工,電機科
114,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405039,聯合登記分發,聯登一般生,電機與電子群資電類,234,台北市市立內湖高工,電機科
115,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405040,聯合登記分發,聯登一般生,電機與電子群資電類,238,台北縣鶯歌工商,資訊科
116,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405041,聯合登記分發,聯登一般生,電機與電子群資電類,237,台北縣鶯歌工商,資訊科
117,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405042,聯合登記分發,聯登一般生,電機與電子群資電類,248,台北縣私立東海高中,資訊科
118,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405043,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣國立桃園農工,電子科
119,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405045,聯合登記分發,聯登一般生,電機與電子群資電類,324,桃園縣國立龍潭高級中學,電子科
120,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405047,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣國立楊梅高中,資訊科
121,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405048,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣國立楊梅高中,資訊科
122,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405049,聯合登記分發,聯登一般生,電機與電子群資電類,326,桃園縣國立楊梅高中,資訊科
123,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405051,聯合登記分發,聯登一般生,電機與電子群資電類,324,桃園縣私立啟英高中,資訊科
124,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405052,聯合登記分發,聯登一般生,電機與電子群資電類,328,桃園縣國立楊梅高中,電子科
125,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405053,聯合登記分發,聯登一般生,電機與電子群資電類,432,台中市私立嶺東高中,電子科
126,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405054,聯合登記分發,聯登一般生,電機與電子群資電類,401,台中市私立新民高中,資訊科
127,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405055,聯合登記分發,聯登一般生,電機與電子群資電類,412,台中縣私立明道高中,資訊科
128,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405056,聯合登記分發,聯登一般生,電機與電子群資電類,402,台中縣私立僑泰高中,資訊科
129,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405057,聯合登記分發,聯登一般生,電機與電子群資電類,638,雲林縣國立西螺農工,電子科
130,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405058,聯合登記分發,聯登一般生,電機與電子群資電類,637,雲林縣國立西螺農工,電子科
131,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405061,聯合登記分發,聯登一般生,電機與電子群資電類,704,國立成功大學附設高級工業職業進修學校,資訊科
132,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405062,聯合登記分發,聯登一般生,電機與電子群資電類,804,高雄市市立海青工商,電子科
133,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1110405063,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立高雄高工,建築科
134,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407001,繁星推甄,繁星生,水產群,709,台南市國立台南海事,水產養殖技術科
135,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407002,繁星推甄,繁星生,水產群,710,台南市國立台南海事,水產養殖技術科
136,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407003,繁星推甄,繁星生,水產群,247,,
137,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407004,技優甄審,技優生,水產類,711,台南市國立台南海事,水產養殖科
138,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407005,技優甄審,技優生,水產類,209,連江縣國立馬祖高中,綜合高中部
139,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407006,甄選入學,甄選一般生,水產群,335,桃園縣國立龍潭高級中學,園藝科
140,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407007,甄選入學,甄選一般生,水產群,852,台南市國立台南海事,水產養殖科
141,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407008,甄選入學,甄選一般生,水產群,260,宜蘭縣國立宜蘭高商,資料處理科
142,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407009,甄選入學,甄選一般生,水產群,105,台北市私立開平餐飲職業學校,餐飲管理科
143,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407010,甄選入學,甄選一般生,農業群,360,苗栗縣國立苗栗農工,農場經營科
144,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407011,甄選入學,甄選一般生,農業群,325,桃園縣國立龍潭高級中學,畜產保健科
145,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407012,甄選入學,甄選一般生,農業群,320,桃園縣國立龍潭高級中學,園藝科
146,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407013,甄選入學,甄選一般生,農業群,324,桃園縣國立龍潭高級中學,畜產保健科
147,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407015,甄選入學,甄選一般生,農業群,239,台北縣國立淡水商工,園藝科
148,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407016,甄選入學,甄選一般生,農業群,252,台北縣國立淡水商工,園藝科
149,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407017,甄選入學,甄選一般生,農業群,633,雲林縣國立西螺農工,畜產保健科
150,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407018,甄選入學,甄選一般生,農業群,253,台北縣國立淡水商工,園藝科
151,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407019,甄選入學,甄選一般生,農業群,712,台南縣國立台南大學附屬高級中學,綜合高中部
152,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407020,甄選入學,甄選一般生,農業群,235,台北市市立木柵高工,機械科
153,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407021,甄選入學,甄選一般生,農業群,105,台北市市立松山工農,園藝科
154,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407022,甄選入學,甄選一般生,農業群,238,台北市市立松山工農,園藝科
155,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407023,甄選入學,甄選一般生,農業群,350,苗栗縣國立苗栗農工,森林科
156,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407024,甄選入學,甄選一般生,農業群,356,苗栗縣國立苗栗農工,森林科
157,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407025,甄選入學,甄選一般生,農業群,350,苗栗縣國立苗栗農工,森林科
158,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407026,甄選入學,甄選一般生,農業群,369,苗栗縣國立苗栗農工,農場經營科
159,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407027,甄選入學,甄選一般生,農業群,412,台中市國立台中高農,森林科
160,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407028,甄選入學,甄選一般生,農業群,433,台中縣縣立新社中學,園藝科
161,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1110407029,運動績優單招,一般生,,268,宜蘭縣國立羅東高中,普通科
