序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
161,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410005,技優甄審,技優生,電子類,221,新北市立樟樹國際實創高級中學,資訊科
162,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410006,甄選入學,甄選一般生,電機與電子群資電類,932,臺南市國立北門農工,電子科
163,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410007,甄選入學,甄選一般生,商管群,350,苗栗縣國立苗栗高商,國際貿易科
164,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410008,甄選入學,甄選一般生,商管群,721,臺南市國立曾文家商,資料處理科
165,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410009,甄選入學,甄選一般生,商管群,880,澎湖縣國立馬公高中,資料處理科
166,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410010,聯合登記分發,聯登一般生,電機與電子群資電類,251,台北縣國立淡水商工,電子科
167,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410013,聯合登記分發,聯登一般生,電機與電子群資電類,236,新北市立新北高工,資訊科
168,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410015,聯合登記分發,聯登一般生,電機與電子群資電類,326,桃園縣私立治平高中,資訊科
169,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410016,聯合登記分發,聯登一般生,電機與電子群資電類,327,桃園縣國立楊梅高中,資訊科
170,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410017,聯合登記分發,聯登一般生,電機與電子群資電類,326,桃園縣私立六和高中,資訊科
171,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410018,聯合登記分發,聯登一般生,電機與電子群資電類,310,新竹縣私立內思高工,資訊科
172,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410020,聯合登記分發,聯登一般生,電機與電子群資電類,407,台中縣國立沙鹿高工,資訊科
173,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410022,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立中正高工,電子科
174,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410023,聯合登記分發,聯登一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,電子科
175,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410024,聯合登記分發,聯登一般生,商管群,116,台北市市立松山家商,商業經營科
176,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410025,聯合登記分發,聯登一般生,商管群,241,台北縣國立三重商工,資料處理科
177,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410027,聯合登記分發,聯登一般生,商管群,320,桃園縣國立中壢高商,資料處理科
178,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410028,聯合登記分發,聯登一般生,商管群,320,桃園縣國立中壢高商,國際貿易科
179,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410031,聯合登記分發,聯登一般生,商管群,640,雲林縣國立北港高中,資訊科
180,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410032,聯合登記分發,聯登一般生,商管群,651,雲林縣國立北港高中,資料處理科
181,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,1114410034,聯合登記分發,聯登一般生,商管群,813,高雄市市立三民家商,資料處理科
182,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411001,海外聯招,僑生,,,,
183,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411003,技優甄審,技優生,餐旅類,811,高雄市立楠梓高中,綜合高中部
184,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411004,甄選入學,甄選一般生,商管群,515,彰化縣國立員林家商,國際貿易科
185,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411005,甄選入學,甄選一般生,商管群,300,新竹市私立磐石高中,資料處理科
186,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411006,甄選入學,甄選一般生,商管群,330,桃園縣私立新興高中,國際貿易科
187,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411007,甄選入學,甄選一般生,商管群,811,高雄市市立三民家商,資料處理科
188,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411008,甄選入學,甄選一般生,商管群,310,新竹市私立光復高中,資料處理科
189,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411009,甄選入學,甄選一般生,商管群,633,雲林縣國立土庫商工,商業經營科
190,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411011,甄選入學,甄選一般生,餐旅群,412,台中縣私立僑泰高中,餐飲管理科
191,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411012,甄選入學,甄選一般生,餐旅群,412,台中縣私立僑泰高中,餐飲管理科
192,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411013,甄選入學,甄選一般生,餐旅群,402,台中縣私立僑泰高中,餐飲管理科
193,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411014,甄選入學,甄選一般生,餐旅群,701,臺南市光華高級中學,餐飲管理科
194,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411015,甄選入學,甄選一般生,餐旅群,411,台中縣私立僑泰高中,餐飲管理科
195,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411016,甄選入學,甄選一般生,餐旅群,406,臺中市私立新民高中,觀光事業科
196,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411017,甄選入學,甄選一般生,餐旅群,881,澎湖縣國立馬公高中,觀光事業科
197,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411018,甄選入學,甄選離島生,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
198,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411019,甄選入學,甄選一般生,餐旅群,408,台中縣私立明道高中,觀光事業科
199,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411020,聯合登記分發,聯登一般生,商管群,406,台中縣國立豐原高商,商業經營科
200,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411024,聯合登記分發,聯登一般生,餐旅群,234,台北縣私立智光商工,餐飲管理科
201,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411025,聯合登記分發,聯登一般生,餐旅群,236,台北縣私立樹人家商,餐飲管理科
202,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411026,聯合登記分發,聯登一般生,餐旅群,320,桃園市立羅浮高級中學,觀光事業科
203,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411027,聯合登記分發,聯登一般生,餐旅群,320,桃園縣私立新興高中,觀光事業科
204,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411028,聯合登記分發,聯登一般生,餐旅群,338,桃園縣私立新興高中,觀光事業科
205,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411029,聯合登記分發,聯登一般生,餐旅群,333,桃園縣私立振聲高中,觀光事業科
206,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411032,聯合登記分發,聯登一般生,餐旅群,326,桃園縣私立永平工商,餐飲管理科
207,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411033,聯合登記分發,聯登一般生,餐旅群,326,桃園縣私立永平工商,餐飲管理科
208,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411034,聯合登記分發,聯登一般生,餐旅群,337,桃園縣私立永平工商,餐飲管理科
209,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411035,聯合登記分發,聯登一般生,餐旅群,305,新竹縣私立忠信高中,綜合高中部
210,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,1114411036,聯合登記分發,聯登一般生,餐旅群,426,台中市國立台中高農,觀光事業科
211,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411037,繁星推甄,繁星生,餐旅群,412,台中縣私立大明高中,餐飲管理科
212,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411038,技優甄審,技優生,商業類,524,彰化縣私立文興高中,綜合高中部
213,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411039,技優甄審,技優生,餐旅類,237,台北縣私立南強工商,觀光事業科
214,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411040,甄選入學,甄選離島生,餐旅群,884,澎湖縣國立馬公高中,觀光事業科
215,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411041,甄選入學,甄選離島生,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
216,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411042,甄選入學,甄選一般生,餐旅群,885,澎湖縣國立馬公高中,觀光事業科
217,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411043,甄選入學,甄選一般生,餐旅群,306,新竹縣國立關西高中,綜合高中部
218,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411044,甄選入學,甄選一般生,餐旅群,220,台北縣國立淡水商工,餐飲管理科
219,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411045,甄選入學,甄選一般生,餐旅群,406,台中縣私立明道高中,餐飲管理科
220,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411046,甄選入學,甄選一般生,餐旅群,408,台中縣私立明道高中,觀光事業科
221,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411047,甄選入學,甄選一般生,餐旅群,412,臺中市明德高級中學,餐飲管理科
222,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411048,甄選入學,甄選一般生,餐旅群,421,台中縣私立明道高中,觀光事業科
223,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411049,甄選入學,甄選一般生,餐旅群,320,桃園縣私立育達高中,觀光事業科
224,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411050,甄選入學,甄選一般生,餐旅群,337,桃園縣私立育達高中,觀光事業科
225,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411051,甄選入學,甄選一般生,餐旅群,408,臺中市葳格高級中學,餐飲管理科
226,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411052,甄選入學,甄選一般生,餐旅群,406,台中市國立台中高農,餐飲管理科
227,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411053,甄選入學,甄選一般生,餐旅群,710,臺南市國立曾文家商,餐飲管理科
228,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411054,甄選入學,甄選一般生,餐旅群,330,桃園縣私立永平工商,餐飲管理科
229,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411057,聯合登記分發,聯登一般生,餐旅群,302,苗栗縣立三義高級中學,綜合高中部
230,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411058,聯合登記分發,聯登一般生,餐旅群,433,臺中市私立嶺東高中,觀光事業科
231,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411060,聯合登記分發,聯登一般生,餐旅群,600,彰化縣國立彰化高商,資料處理科
232,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411061,聯合登記分發,聯登一般生,餐旅群,701,國立台南高級商業職業學校,觀光事業科
233,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411062,聯合登記分發,聯登一般生,餐旅群,718,臺南市亞洲高級餐旅職業學校,餐飲管理科
234,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411064,聯合登記分發,聯登一般生,餐旅群,807,高雄市立楠梓高中,綜合高中部
235,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411065,聯合登記分發,聯登一般生,餐旅群,806,高雄市市立中正高工,製圖科
236,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411066,聯合登記分發,聯登一般生,餐旅群,830,高雄縣私立中山工商,餐飲管理科
237,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411069,聯合登記分發,聯登一般生,餐旅群,881,澎湖縣國立馬公高中,觀光事業科
238,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411070,聯合登記分發,聯登一般生,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
239,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,1114411071,聯合登記分發,聯登一般生,餐旅群,885,澎湖縣國立馬公高中,觀光事業科
240,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413001,繁星推甄,繁星生,食品群,721,臺南市國立曾文農工,食品加工科
241,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413002,甄選入學,甄選一般生,食品群,724,臺南市國立北門農工,食品加工科
242,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413003,甄選入學,甄選一般生,食品群,724,臺南市國立北門農工,食品加工科
243,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413004,甄選入學,甄選一般生,食品群,722,臺南市國立北門農工,食品加工科
244,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413005,甄選入學,甄選一般生,食品群,710,臺南市國立北門農工,食品加工科
245,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413006,甄選入學,甄選一般生,食品群,615,嘉義縣國立東石高中,食品加工科
246,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413007,甄選入學,甄選一般生,食品群,820,臺南市國立曾文農工,烘焙食品科
247,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413008,甄選入學,甄選一般生,食品群,510,彰化縣國立員林農工,食品加工科
248,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413009,甄選入學,甄選一般生,食品群,358,苗栗縣國立大湖農工,食品加工科
249,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413010,甄選入學,甄選一般生,食品群,516,彰化縣國立員林農工,食品加工科
250,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413011,甄選入學,甄選一般生,食品群,303,苗栗縣國立大湖農工,食品加工科
251,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413012,甄選入學,甄選一般生,食品群,350,苗栗縣國立大湖農工,食品加工科
252,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413013,甄選入學,甄選一般生,食品群,304,苗栗縣國立大湖農工,食品加工科
253,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413014,甄選入學,甄選離島生,食品群,880,澎湖縣國立澎湖海事高職,水產食品科
254,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413015,甄選入學,甄選一般生,食品群,353,苗栗縣國立苗栗農工,食品加工科
255,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413016,甄選入學,甄選一般生,食品群,357,苗栗縣國立苗栗農工,食品加工科
256,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413017,聯合登記分發,聯登一般生,食品群,204,基隆市國立基隆海事,食品科
257,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413019,聯合登記分發,聯登一般生,食品群,366,苗栗縣國立大湖農工,食品加工科
258,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413020,聯合登記分發,聯登一般生,食品群,401,台中縣國立霧峰農工,食品加工科
259,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413021,聯合登記分發,聯登一般生,食品群,503,彰化縣國立員林農工,食品加工科
260,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413023,聯合登記分發,聯登一般生,食品群,652,嘉義縣國立東石高中,食品加工科
261,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413025,聯合登記分發,聯登一般生,食品群,613,嘉義縣國立東石高中,食品加工科
262,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413026,聯合登記分發,聯登一般生,食品群,608,嘉義縣國立民雄農工,食品加工科
263,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413027,聯合登記分發,聯登一般生,食品群,611,嘉義縣國立東石高中,食品加工科
264,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413028,聯合登記分發,聯登一般生,食品群,722,臺南市國立北門農工,食品加工科
265,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413029,聯合登記分發,聯登一般生,食品群,712,臺南市國立臺南海事,烘焙食品科
266,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413030,聯合登記分發,聯登一般生,食品群,826,高雄縣國立岡山農工,食品加工科
267,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413031,聯合登記分發,聯登一般生,食品群,806,高雄縣國立岡山農工,食品加工科
268,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,1114413032,聯合登記分發,聯登一般生,食品群,824,高雄縣國立旗山農工,食品加工科
269,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415001,高中生申請入學,一般生,,880,澎湖縣國立馬公高中,普通科
270,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415002,繁星推甄,繁星生,電機與電子群,714,臺南市國立玉井工商,電子科
271,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415003,繁星推甄,繁星生,電機與電子群,551,台中縣私立青年高中,水電技術科
272,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415004,技優甄審,技優生,電機類,830,高雄市市立中正高工,冷凍科
273,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415005,技優甄審,技優生,電機類,830,高雄市市立中正高工,冷凍科
274,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415006,技優甄審,技優生,電機類,831,高雄縣私立中山工商,電機科
275,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415007,技優甄審,技優生,電機類,264,宜蘭縣國立羅東高工,電機科
276,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415008,技優甄審,技優生,電子類,221,新北市立樟樹國際實創高級中學,資訊科
277,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415009,甄選入學,甄選一般生,電機與電子群資電類,702,臺南市國立北門農工,電子科
278,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415010,甄選入學,甄選一般生,電機與電子群資電類,305,新竹縣私立內思高工,資訊科
279,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415011,甄選入學,甄選一般生,電機與電子群資電類,326,桃園縣國立楊梅高中,資訊科
280,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415012,甄選入學,甄選一般生,電機與電子群電機類,247,台北縣國立淡水商工,電機科
281,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415013,甄選入學,甄選一般生,電機與電子群電機類,106,台北市開南高級中等學校,電機科
282,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415014,甄選入學,甄選一般生,電機與電子群電機類,807,高雄市市立中正高工,電機科
283,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415015,甄選入學,甄選一般生,電機與電子群電機類,814,高雄市市立高雄高工,冷凍空調科
284,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415016,甄選入學,甄選一般生,電機與電子群電機類,231,台北市市立內湖高工,電機科
285,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415017,甄選入學,甄選一般生,電機與電子群電機類,114,台北市市立內湖高工,冷凍空調科
286,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415018,甄選入學,甄選一般生,電機與電子群電機類,220,台北市市立南港高工,冷凍空調科
287,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415019,甄選入學,甄選一般生,電機與電子群電機類,351,苗栗縣國立苗栗農工,電機科
288,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415020,甄選入學,甄選一般生,電機與電子群電機類,900,屏東縣國立屏東高工,電機科
289,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415021,聯合登記分發,聯登一般生,動力機械群,407,臺中市私立嶺東高中,汽車修護科
290,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415022,聯合登記分發,聯登一般生,動力機械群,505,彰化縣國立鹿港高中,汽車科
291,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415023,聯合登記分發,聯登一般生,動力機械群,606,嘉義市國立嘉義高工,汽車科
292,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415026,聯合登記分發,聯登一般生,電機與電子群電機類,204,台北市市立內湖高工,電機科
293,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415028,聯合登記分發,聯登一般生,電機與電子群電機類,326,桃園縣私立治平高中,電機科
294,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415030,聯合登記分發,聯登一般生,電機與電子群電機類,366,苗栗縣國立大湖農工,電機科
295,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415031,聯合登記分發,聯登一般生,電機與電子群電機類,364,苗栗縣國立大湖農工,電機科
296,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415035,聯合登記分發,聯登一般生,電機與電子群電機類,520,彰化縣國立員林崇實高級工業職業學校,電機空調科
297,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415037,聯合登記分發,聯登一般生,電機與電子群電機類,715,臺南市國立新化高工,電機科
298,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415041,聯合登記分發,聯登一般生,電機與電子群電機類,807,高雄市市立中正高工,電機科
299,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415042,聯合登記分發,聯登一般生,電機與電子群電機類,824,高雄縣國立岡山農工,資訊科
300,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415043,聯合登記分發,聯登一般生,電機與電子群電機類,900,屏東縣國立內埔農工,電機科
301,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415044,聯合登記分發,聯登一般生,電機與電子群電機類,950,國立台東專科學校,電機科
302,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415047,聯合登記分發,聯登一般生,電機與電子群資電類,325,桃園縣私立治平高中,電子科
303,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415048,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣私立治平高中,資訊科
304,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415049,聯合登記分發,聯登一般生,電機與電子群資電類,324,桃園縣私立育達高中,資訊科
305,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415051,聯合登記分發,聯登一般生,電機與電子群資電類,334,新竹縣私立內思高工,資訊科
306,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415053,聯合登記分發,聯登一般生,電機與電子群資電類,718,臺南市國立台南高工,電子科
307,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,1114415054,聯合登記分發,聯登一般生,電機與電子群資電類,726,臺南市國立北門農工,電子科
308,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416001,運動績優單招,一般生,,722,臺南市國立北門農工,體育班
309,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416002,運動績優單招,一般生,,885,高雄市市立仁武中學,普通科
310,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416003,聯合登記分發,聯登一般生,餐旅群,114,台北市私立滬江中學,餐飲管理科
311,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416004,運動績優單招,一般生,,244,台北縣國立林口高中,普通科
312,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416005,運動績優單招,一般生,,703,臺南市光華高級中學,餐飲管理科
313,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416006,運動績優單招,一般生,,726,臺南市國立曾文家商,餐飲管理科
314,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416007,運動績優單招,一般生,,231,台北市市立西松高中,普通科
315,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416008,運動績優單招,一般生,,741,臺南市國立新化高中,普通科
316,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416009,運動績優單招,一般生,,880,桃園縣國立桃園高中,普通科
317,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416012,身心障礙單招,一般生,,106,台北市市立南港高工,鑄造科
318,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416013,身心障礙單招,一般生,,815,高雄市市立中正高工,電機科
319,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416014,特殊選才,特選-青儲生,不分類別,406,臺中市私立嶺東高中,觀光事業科
320,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416016,技優甄審,技優生,餐旅類,412,台中縣私立僑泰高中,餐飲管理科
321,國立澎湖科技大學,海洋遊憩系,四技日間部,日間部四技海洋遊憩系一甲,1114416017,甄選入學,甄選一般生,商管群,632,雲林縣國立土庫商工,商業經營科
