序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
66,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403038,聯合登記分發,聯登一般生,餐旅群,304,新竹市國立新竹高工,室內空間設計科
67,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403039,聯合登記分發,原住民,餐旅群,310,新竹縣國立關西高中,綜合高中部
68,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403040,聯合登記分發,聯登一般生,餐旅群,303,新竹縣私立內思高工,電機科
69,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403041,聯合登記分發,聯登一般生,餐旅群,432,台中縣私立僑泰高中,餐飲管理科
70,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403042,聯合登記分發,聯登一般生,餐旅群,412,台中縣私立僑泰高中,餐飲管理科
71,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403043,聯合登記分發,聯登一般生,餐旅群,414,台中縣私立僑泰高中,餐飲管理科
72,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403046,聯合登記分發,聯登一般生,餐旅群,420,台中市私立新民高中,觀光事業科
73,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403048,聯合登記分發,聯登一般生,餐旅群,404,台中市葳格高級中學,餐飲管理科
74,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403049,聯合登記分發,聯登一般生,餐旅群,507,彰化縣國立彰化高商,應用英語科
75,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403050,聯合登記分發,聯登一般生,餐旅群,600,嘉義市國立華南高商,廣告設計科
76,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403052,聯合登記分發,聯登一般生,餐旅群,813,高雄市市立三民家商,餐飲管理科
77,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1111403053,海外聯招,僑生,,,砂拉越詩巫光民中學,理科班
78,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405001,申請入學,一般生,,231,台北市市立中正中學,普通科
79,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405002,申請入學,一般生,,432,台中縣國立清水高中,普通科
80,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405003,申請入學,一般生,,724,國立北門高級中學,普通科
81,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405004,申請入學,一般生,,248,台北縣縣立明德高中,普通科
82,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405005,技優甄審,技優生,電子類,880,澎湖縣國立澎湖海事高職,電子科
83,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405006,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
84,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405007,甄選入學,離島地區,電機與電子群資電類,882,澎湖縣國立澎湖海事高職,資訊科
85,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405008,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
86,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405009,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
87,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405010,甄選入學,甄選一般生,電機與電子群資電類,326,桃園縣國立楊梅高中,資訊科
88,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405012,甄選入學,甄選一般生,電機與電子群資電類,802,高雄縣私立中山工商,資訊科
89,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405013,甄選入學,甄選一般生,電機與電子群資電類,881,澎湖縣國立澎湖海事高職,電子科
90,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405014,甄選入學,甄選一般生,電機與電子群資電類,243,台北縣國立泰山高中進修學校,電子科
91,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405015,甄選入學,甄選一般生,電機與電子群資電類,236,台北市市立木柵高工,電子科
92,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405016,甄選入學,甄選一般生,電機與電子群資電類,116,台北市市立木柵高工,電子科
93,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405017,甄選入學,甄選一般生,電機與電子群資電類,235,台北市市立木柵高工,電子科
94,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405018,甄選入學,甄選一般生,電機與電子群資電類,237,台北縣鶯歌工商,資訊科
95,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405019,甄選入學,甄選一般生,電機與電子群資電類,238,台北縣私立中華高中,資訊科
96,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405020,甄選入學,甄選一般生,電機與電子群資電類,408,台中市私立新民高中,資訊科
97,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405021,甄選入學,甄選一般生,電機與電子群資電類,427,台中縣國立東勢高工,電子科
98,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405022,甄選入學,甄選一般生,電機與電子群資電類,326,桃園縣國立楊梅高中,電子科
99,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405023,甄選入學,甄選一般生,電機與電子群資電類,220,台北市私立南華高中進修學校,資料處理科
100,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405024,甄選入學,甄選一般生,電機與電子群資電類,414,台中市國立台中高工,電機科
101,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405025,甄選入學,甄選一般生,電機與電子群資電類,831,高雄縣私立中山工商,資訊科
102,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405026,甄選入學,甄選一般生,電機與電子群資電類,408,台中市私立嶺東高中,資訊科
103,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405027,甄選入學,甄選一般生,電機與電子群資電類,435,台中市私立嶺東高中,資訊科
104,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405028,甄選入學,甄選一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
105,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405029,甄選入學,甄選一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
106,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405030,甄選入學,甄選一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
107,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405031,甄選入學,甄選一般生,電機與電子群資電類,814,高雄市市立海青工商,資訊科
108,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405032,甄選入學,甄選一般生,電機與電子群資電類,852,高雄縣國立岡山農工,電子科
109,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405033,甄選入學,甄選一般生,電機與電子群資電類,302,新竹縣私立內思高工,電子科
110,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405034,甄選入學,甄選一般生,電機與電子群資電類,880,新竹縣私立內思高工,電子科
111,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405035,甄選入學,甄選一般生,電機與電子群資電類,325,新竹縣私立內思高工,電子科
112,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405036,甄選入學,甄選一般生,電機與電子群資電類,813,高雄市市立海青工商,資訊科
113,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405037,甄選入學,甄選一般生,電機與電子群資電類,338,桃園縣私立振聲高中,資訊科
114,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405038,甄選入學,甄選一般生,電機與電子群資電類,813,高雄市市立海青工商,資訊科
115,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405039,甄選入學,甄選一般生,電機與電子群資電類,202,基隆市國立基隆海事,資訊科
116,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405040,甄選入學,甄選一般生,電機與電子群資電類,220,台北縣鶯歌工商,資訊科
117,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405041,甄選入學,甄選一般生,電機與電子群資電類,710,臺南縣國立新化高工,電子科
118,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405042,甄選入學,甄選一般生,電機與電子群資電類,221,台北市市立內湖高工,控制科
119,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405043,甄選入學,甄選一般生,電機與電子群資電類,251,台北市市立大同高中,電機科
120,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405044,甄選入學,甄選一般生,電機與電子群資電類,807,高雄市市立海青工商,資訊科
121,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405045,甄選入學,甄選一般生,動力機械群,407,台中縣國立沙鹿高工,汽車科
122,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405046,繁星推甄,繁星生,電機與電子群,429,台中市私立宜寧高中,電機科
123,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405047,聯合登記分發,聯登一般生,動力機械群,420,台中縣國立東勢高工,汽車科
124,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405048,聯合登記分發,聯登一般生,動力機械群,433,台中縣國立沙鹿高工,汽車科
125,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405049,聯合登記分發,聯登一般生,動力機械群,436,台中縣國立沙鹿高工,汽車科
126,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405052,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
127,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405053,聯合登記分發,聯登一般生,電機與電子群資電類,338,桃園縣私立振聲高中,資訊科
128,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405054,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
129,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405056,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣私立啟英高中,資訊科
130,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405057,聯合登記分發,聯登一般生,電機與電子群資電類,302,新竹縣私立內思高工,電子科
131,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405058,聯合登記分發,聯登一般生,電機與電子群資電類,303,新竹縣私立內思高工,電子科
132,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405059,聯合登記分發,聯登一般生,電機與電子群資電類,302,新竹縣私立義民高中,資訊科
133,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405060,聯合登記分發,聯登一般生,電機與電子群資電類,363,苗栗縣私立建台高中,綜合高中部
134,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405063,聯合登記分發,聯登一般生,電機與電子群資電類,427,台中市私立嶺東高中,資訊科
135,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405067,聯合登記分發,聯登一般生,電機與電子群資電類,723,北門農工,電子科
136,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405068,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立海青工商,資訊科
137,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405069,聯合登記分發,聯登一般生,電機與電子群資電類,830,高雄市市立中正高工,電子科
138,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405070,聯合登記分發,聯登一般生,電機與電子群資電類,806,高雄市市立中正高工,電子科
139,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405071,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立中正高工,冷凍空調技術科
140,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405074,聯合登記分發,聯登一般生,電機與電子群資電類,813,高雄市市立海青工商,電子科
141,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1111405075,聯合登記分發,聯登一般生,電機與電子群資電類,920,屏東縣私立屏榮高級中學,電子科
142,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407001,特殊選才,特選-技職生,不分類別,235,台北縣私立竹林高中,普通科
143,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407002,運動績優單招,一般生,,209,連江縣國立馬祖高中,綜合高中部
144,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407003,運動績優單招,一般生,,551,台中市國立台中二中,普通科
145,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407005,甄選入學,離島地區,水產群,880,澎湖縣國立澎湖海事高職,水產養殖科
146,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407006,甄選入學,甄選一般生,水產類,852,台南市國立台南海事,水產養殖科
147,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407007,甄選入學,甄選一般生,農業類,300,新竹縣國立關西高中,畜產保健科
148,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407008,甄選入學,甄選一般生,農業類,702,北門農工,畜產保健科
149,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407009,甄選入學,甄選一般生,農業類,220,台北市市立松山工農,園藝科
150,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407010,甄選入學,甄選一般生,農業類,727,北門農工,畜產保健科
151,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407011,甄選入學,甄選一般生,農業類,330,桃園縣國立龍潭高級中學,畜產保健科
152,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407012,甄選入學,甄選一般生,農業類,330,桃園縣國立龍潭高級中學,畜產保健科
153,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407013,甄選入學,甄選一般生,農業類,330,桃園縣國立龍潭高級中學,畜產保健科
154,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407014,甄選入學,甄選一般生,農業類,404,台中市私立新民高中,國際貿易科
155,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407015,甄選入學,甄選一般生,農業類,360,苗栗縣國立苗栗農工,森林科
156,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407016,甄選入學,甄選一般生,農業類,406,台中市國立台中高農,園藝技術科
157,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407017,甄選入學,甄選一般生,農業類,842,高雄縣國立旗山農工,畜產保健科
158,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407018,甄選入學,甄選一般生,農業類,812,高雄縣國立旗山農工,畜產保健科
159,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407019,甄選入學,甄選一般生,農業類,330,新竹縣國立關西高中,畜產保健科
160,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407020,甄選入學,甄選一般生,農業類,800,高雄縣國立旗山農工,畜產保健科
161,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1111407021,甄選入學,甄選一般生,農業類,526,彰化縣國立二林工商,電機科
