序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
37,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403012,技優甄審,技優生,餐旅類,328,桃園縣私立育達高中,餐飲管理科
38,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403013,甄選入學,離島地區,餐旅群,885,澎湖縣國立澎湖海事高職,餐飲管理科
39,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403014,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
40,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403015,甄選入學,離島地區,餐旅群,881,澎湖縣國立澎湖海事高職,餐飲管理科
41,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403016,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
42,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403017,甄選入學,中低/低收入戶生,餐旅群,435,台中縣私立僑泰高中,餐飲管理科
43,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403018,甄選入學,甄選一般生,餐旅群,407,台中縣私立僑泰高中,餐飲管理科
44,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403019,甄選入學,甄選一般生,餐旅群,545,台中縣私立明道高中,餐飲管理科
45,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403020,甄選入學,甄選一般生,餐旅群,402,台中縣私立明道高中,餐飲管理科
46,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403021,甄選入學,離島地區,餐旅群,885,澎湖縣國立澎湖海事高職,餐飲管理科
47,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403022,甄選入學,甄選一般生,餐旅群,612,嘉義市私立興華高中,餐飲管理科
48,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403023,甄選入學,甄選一般生,餐旅群,320,桃園縣私立育達高中,餐飲管理科
49,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403024,甄選入學,甄選原住民生,餐旅群,428,台中市私立新民高中,觀光事業科
50,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403025,甄選入學,甄選一般生,餐旅群,437,台中市國立台中高農,餐飲技術科
51,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403026,甄選入學,甄選一般生,餐旅群,300,新竹市私立光復高中,餐飲管理科
52,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403027,甄選入學,甄選一般生,餐旅群,335,桃園市立羅浮高級中學,餐飲管理科
53,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403028,甄選入學,離島地區,食品群,880,澎湖縣國立澎湖海事高職,水產食品科
54,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403029,甄選入學,甄選一般生,食品群,220,台北市市立松山工農,食品加工科
55,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403030,僑生單招,僑生,,,,
56,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403031,聯合登記分發,聯登一般生,商管群,260,宜蘭縣國立宜蘭高商,應用日語科
57,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403034,聯合登記分發,聯登一般生,餐旅群,330,桃園縣私立新興高中,觀光事業科
58,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403035,聯合登記分發,聯登一般生,餐旅群,324,桃園縣私立育達高中,餐飲管理科
59,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403036,聯合登記分發,聯登一般生,餐旅群,324,桃園縣私立育達高中,餐飲管理科
60,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403039,聯合登記分發,聯登一般生,餐旅群,320,桃園縣私立育達高中,餐飲管理科
61,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403040,聯合登記分發,聯登一般生,餐旅群,302,新竹市私立光復高中,餐飲管理科
62,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403041,聯合登記分發,聯登一般生,餐旅群,300,新竹市私立光復高中,餐飲管理科
63,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403042,聯合登記分發,聯登一般生,餐旅群,302,新竹縣國立關西高中,家政科
64,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403044,聯合登記分發,聯登一般生,餐旅群,500,台中縣私立明道高中,餐飲管理科
65,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403045,聯合登記分發,聯登一般生,餐旅群,542,台中縣私立明道高中,餐飲管理科
66,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403046,聯合登記分發,聯登一般生,餐旅群,414,台中市國立台中高農,餐飲管理科
67,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403047,聯合登記分發,聯登一般生,餐旅群,402,台中縣私立僑泰高中,餐飲管理科
68,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403049,聯合登記分發,聯登一般生,餐旅群,402,台中縣私立明道高中,餐飲管理科
69,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403051,聯合登記分發,聯登一般生,餐旅群,500,彰化縣國立北斗家商,餐飲管理科
70,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403052,聯合登記分發,聯登一般生,餐旅群,510,彰化縣國立彰化高商,商業經營科
71,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1113403053,聯合登記分發,聯登一般生,餐旅群,721,臺南縣國立曾文家商,餐飲管理科
72,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405001,申請入學,一般生,,540,南投縣國立南投高中,普通科
73,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405002,申請入學,一般生,,338,桃園縣縣立南崁中學,普通科
74,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405003,申請入學,一般生,,702,台南市私立瀛海高中,普通科
75,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405004,特殊選才,特選-技職生,不分類別,242,台北縣國立三重高中,普通科
76,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405005,繁星推甄,繁星生,電機與電子群,407,台中市私立宜寧高中,電機科
77,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405006,技優甄審,技優生,電子類,108,台北縣私立能仁家商,資料處理科
78,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405007,甄選入學,甄選一般生,電機與電子群資電類,414,台中縣私立僑泰高中,電子科
79,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405008,甄選入學,甄選一般生,電機與電子群資電類,428,台中市私立嶺東高中,資訊科
80,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405009,甄選入學,甄選一般生,電機與電子群資電類,407,台中市私立嶺東高中,電子科
81,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405010,甄選入學,甄選一般生,電機與電子群資電類,408,台中市私立嶺東高中,電子科
82,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405011,甄選入學,甄選一般生,電機與電子群資電類,414,台中市私立嶺東高中,資訊科
83,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405012,甄選入學,甄選一般生,電機與電子群資電類,813,高雄市市立高雄高工,電子科
84,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405013,甄選入學,甄選一般生,電機與電子群資電類,508,彰化縣國立秀水高工,電機科
85,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405014,甄選入學,甄選一般生,電機與電子群資電類,304,新竹縣私立義民高中,資訊科
86,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405015,甄選入學,甄選一般生,電機與電子群資電類,640,雲林縣國立虎尾農工,電機科
87,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405016,甄選入學,甄選一般生,電機與電子群資電類,251,台北市市立內湖高工,電子科
88,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405017,甄選入學,甄選一般生,電機與電子群資電類,221,台北市市立內湖高工,資訊科
89,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405018,甄選入學,甄選一般生,電機與電子群資電類,237,台北縣鶯歌工商,資訊科
90,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405019,甄選入學,甄選一般生,電機與電子群資電類,268,宜蘭縣國立羅東高工,電子科
91,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405020,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
92,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405021,甄選入學,甄選一般生,電機與電子群資電類,269,宜蘭縣國立羅東高工,電子科
93,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405022,甄選入學,甄選一般生,電機與電子群資電類,408,台中縣國立沙鹿高工,電子科
94,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405023,甄選入學,甄選一般生,電機與電子群資電類,804,高雄市市立中正高工,電子科
95,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405024,甄選入學,甄選一般生,電機與電子群資電類,320,桃園縣私立新興高中,資訊科
96,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405025,甄選入學,甄選一般生,電機與電子群資電類,320,桃園市立羅浮高級中學,觀光事業科
97,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405026,甄選入學,甄選一般生,電機與電子群資電類,820,高雄市市立中正高工,資訊科
98,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405027,甄選入學,甄選一般生,電機與電子群資電類,812,高雄市市立中正高工,資訊科
99,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405028,甄選入學,甄選一般生,電機與電子群資電類,302,新竹縣私立義民高中,資訊科
100,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405029,甄選入學,甄選一般生,電機與電子群資電類,324,桃園縣國立龍潭高級中學,電子科
101,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405031,聯合登記分發,聯登一般生,動力機械群,235,臺南縣國立白河商工,汽車修護科
102,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405032,聯合登記分發,聯登一般生,電機與電子群資電類,221,台北市市立松山工農,資訊科
103,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405033,聯合登記分發,聯登一般生,電機與電子群資電類,235,台北市市立南港高工,冷凍空調科
104,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405040,聯合登記分發,聯登一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
105,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405043,聯合登記分發,聯登一般生,電機與電子群資電類,407,台中市私立嶺東高中,資訊科
106,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405046,聯合登記分發,聯登一般生,電機與電子群資電類,556,南投縣國立南投高中,電子科
107,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405047,聯合登記分發,聯登一般生,電機與電子群資電類,542,南投縣國立埔里高工,資訊科
108,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405048,聯合登記分發,聯登一般生,電機與電子群資電類,704,台南市私立長榮高中,資訊科
109,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405049,聯合登記分發,聯登一般生,電機與電子群資電類,733,臺南縣國立新營高工,資訊科
110,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405051,聯合登記分發,聯登一般生,電機與電子群資電類,830,高雄市市立中正高工,資訊科
111,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405052,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立高雄高工,資訊科
112,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1113405054,聯合登記分發,聯登一般生,電機與電子群資電類,821,高雄市市立高雄高工,資訊科
113,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407001,運動績優單招,一般生,,338,桃園縣縣立永豐高中,普通科
114,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407002,運動績優單招,一般生,,745,臺南縣國立曾文農工,普通科
115,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407003,申請入學,一般生,,411,台中縣私立立人高中,普通科
116,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407004,繁星推甄,繁星生,水產群,920,屏東縣國立東港海事,水產養殖科
117,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407005,繁星推甄,繁星生,水產群,264,宜蘭縣國立蘇澳海事,水產養殖科
118,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407006,技優甄審,技優生,水產類,704,台南市國立台南海事,水產養殖科
119,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407007,甄選入學,甄選一般生,水產群,880,澎湖縣國立澎湖海事高職,水產養殖科
120,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407008,甄選入學,甄選一般生,水產群,516,彰化縣國立鹿港高中,水產養殖科
121,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407009,甄選入學,甄選一般生,水產群,527,彰化縣國立鹿港高中,水產養殖科
122,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407010,甄選入學,甄選一般生,農業群,362,苗栗縣國立苗栗農工,園藝科
123,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407011,甄選入學,甄選一般生,農業群,434,台中市私立宜寧高中,應用日語科
124,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407012,甄選入學,甄選一般生,農業群,510,彰化縣國立員林農工,休閒農業科
125,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407013,甄選入學,甄選一般生,農業群,433,台中縣國立霧峰農工,園藝科
126,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407014,甄選入學,甄選一般生,農業群,260,宜蘭縣國立羅東高商,綜合高中部
127,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407015,甄選入學,甄選一般生,農業群,640,雲林縣國立虎尾農工,畜產保健科
128,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407016,甄選入學,甄選一般生,農業群,647,雲林縣國立虎尾農工,畜產保健科
129,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407017,甄選入學,甄選一般生,農業群,325,桃園縣國立龍潭高級中學,畜產保健科
130,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407018,聯合登記分發,聯登一般生,農業群,236,台北縣國立淡水商工,園藝科
131,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407019,聯合登記分發,聯登一般生,農業群,238,台北縣國立淡水商工,園藝科
132,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407023,聯合登記分發,聯登一般生,農業群,338,桃園縣國立桃園農工,農場經營科
133,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407026,聯合登記分發,聯登一般生,農業群,238,桃園縣國立龍潭高級中學,造園科
134,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407027,聯合登記分發,聯登一般生,農業群,363,苗栗縣國立苗栗農工,森林科
135,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407028,聯合登記分發,聯登一般生,農業群,350,苗栗縣國立苗栗農工,森林科
136,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407029,聯合登記分發,聯登一般生,農業群,356,苗栗縣國立苗栗農工,森林科
137,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407030,聯合登記分發,聯登一般生,農業群,411,台中縣縣立新社中學,普通科
138,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407033,聯合登記分發,聯登一般生,農業群,427,台中縣縣立新社中學,農場經營科
139,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407035,聯合登記分發,聯登一般生,農業群,414,南投縣國立仁愛高農,森林科
140,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407036,聯合登記分發,聯登一般生,農業群,511,彰化縣國立員林農工,園藝科
141,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407037,聯合登記分發,聯登一般生,農業群,640,雲林縣國立西螺農工,畜產保健科
142,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407040,聯合登記分發,聯登一般生,農業群,820,高雄縣國立岡山農工,園藝科
143,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407041,聯合登記分發,聯登一般生,農業群,920,屏東縣國立佳冬高農,畜產保健科
144,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407042,聯合登記分發,聯登一般生,農業群,435,台中市國立台中高農,園藝技術科
145,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407043,聯合登記分發,聯登一般生,水產群,428,台中縣國立東勢高工,建築科
146,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1113407044,聯合登記分發,聯登一般生,水產群,702,台南市國立台南海事,水產養殖科
147,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408001,特殊選才,特選-技職生,不分類別,105,基隆市國立基隆海事,船舶機電科
148,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408002,技優甄審,技優生,商業類,264,宜蘭縣國立蘇澳海事,航運管理科
149,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408003,甄選入學,甄選一般生,商管群,202,基隆市私立二信高中,應用日語科
150,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408004,甄選入學,甄選一般生,商管群,325,桃園縣私立治平高中,電子商務(處理)科
151,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408005,甄選入學,甄選一般生,商管群,704,台南市國立台南海事,商業經營科
152,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408006,甄選入學,甄選一般生,商管群,406,台中縣私立嘉陽高中,飛機修護科
153,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408007,甄選入學,甄選一般生,商管群,403,台中市國立台中家商,資料處理科
154,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408008,甄選入學,甄選一般生,商管群,231,台北市市立松山家商,國際貿易科
155,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408009,甄選入學,甄選一般生,商管群,330,桃園縣私立啟英高中,應用日語科
156,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408010,甄選入學,甄選一般生,商管群,412,台中縣私立明道高中,商業經營科
157,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408011,甄選入學,甄選一般生,商管群,840,高雄縣國立鳳山商工,國際貿易科
158,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408012,甄選入學,甄選一般生,商管群,436,台中縣國立沙鹿高工,資料處理科
159,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408013,甄選入學,甄選一般生,商管群,701,台南市國立台南海事,電子商務(處理)科
160,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408014,甄選入學,甄選一般生,商管群,412,南投縣國立草屯商工,會計事務科
161,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,1113408015,甄選入學,甄選一般生,商管群,414,南投縣國立草屯商工,會計事務科
